text,label,source
madame secretary thank reaching secretary solis convincing join verification commission ricardolagos make high profile effective international component commission meet morning brief tuesday journey honduras point appears wehave military aircraft available plan delegation depart stop miami pick ricardolagos arrive tegucigalpa together think send powerful message honduran leave doubtabout commitment seeing process successful conclusion aware ambassador hugo llorens public assault wall street journal dedicates itsamerica column morning attacking calling removal last friday representative connie mack didthe chorus grow extent accomplishment understood llorens tough stalwart guy heand mission held firm crisis call would big boost finally hold ipc today identify step keep date step identifyfurther opportunity engagement want thank leadership support long crisis willingness engage key momentsand take risk right time propelled u much anyone expected diplomacy prevented adebilitating civil conflict honduras would destabilized central america undermined two decade ourefforts big opportunity front u grateful regardstom,0,Email
fyi,0,Email
dear sir madam keenly interested setting new factory produce erw oil casing per year meet big market shengli oilfied since lack starting capital seeking investment give brief introduction project follow background shengli oilfield second largest oilfield china leading company sinopec corp urltoken well neighboring oilfield dagang oilfield central plain oilfield jiangsu oilfield potential market erw oil casing expected total oil casing needed area ton including ton sinopec ton shengli oilfield meet great need plan set joint venture produce ton erw casing per year shengli oilfield good management market outlet believe jv also potential expand beyond china nation ii usshengli oilfield engineering machinery factory one sub company shengli oilfield co ltd total asset million yuan net asset million yuan staff factory mainly produce oilfield special equipment beam unit spiral seam submerged arc weldedsteel pipe sucker rod line pipe casing tubing plastic compound pipe etc produce ton line pipe million meter strengthened plastic compound pipe beam unit million meter sucker rod ton pp gas pipe ton oil tubing yearly become important pipe base shandong shengli oilfield product entering many area shengli oilfield daqing oilfield liaohe oilfield dagang oilfield sale income amounted million yuan factory hold quality accreditation iso api iii content projectit planned introduce japanese technology equipment set one production line range casing diameter produce ton erw casing delivery pipe per year iv product specificationsfor casing grade steel specification range delivery grade steel specification range economic analysisthe total investment project million yuan completion project estimated internal financial rate return paying tax percent payback period year internal rate return paying tax percent payback period year break even point project percent mean project keep balance annual output amount ton vi plan cooperationwe set joint venture japan marubeni early year registered capital million yuan capital structure follow shengli oilfield bureau administration million yuan shengli oilfield engineering machinery facotry million yuan dongying district state asset operation management co ltd million yuan marubeni engineering technology co ltd million yuan meet capital need project planned increase registered capital million yuan taking added investment consideration need another million yuan get plan executed seeking new joint venture partner like join project meet capital requirement would like exchange information manufacturer supplier interested project discussion raw material supply well jointly investing factory establishment hope could good cooperation future additional information regarding project please feel free contact u looking forward prompt reply sincerely tony leungproject officer,1,Email
call iv israeli pm netanyahu private residence depart private residenceen route state department arrive state department presidential daily briefing secretary office daily small staff meeting secretary office daily senior staff meeting secretary conference room office time secretary office depart state departmenten route andrew air force base arrive andrew air force base pm depart andrew air force baseen route white plain westchester county airport pm arrive white plain westchester county airport pm depart westchester county airporten route private residence pm arrive private residence,0,Email
abedin huma wednesday july pmre artwill campus meetingbut definately come think found good thing,0,Email
see nimills cheryl saturday december pmfw calling leahy today thx help advise diff today,0,Email
draft,0,Email
ok,0,Email
official notification fund deposited name ota sale solicitation professor charles soludo governor central bank nigeria cbn thementioned bank known safekeeping special valuable package sand baggage trust reputable client honest trustworthy work collaboration top firm government various country aswe earned name service whose hallmark reliability andconfidentiality revered international mission embassy wor ldhave used service satisfaction benefactor whose identity disclosed noncircumvention non disclosure agreement signed saidbenefactor fund deposited central bank nigeri made beneficiary package containing amount money andstated clearly contacted time signed tobe care elapses time already elapsed arebeing contacted non circumvention non disclosure agreement signed benefacto rmandates u fully divulge disclose benefactor identity month safter beneficiary received fund fund total five million dollar shall reconfirm youare fully free lien encumbrance clean clear non criminal origin available form cash hereby advised reconfirm full contact information forverification information contained computer database well asother relevant information format stated fund woul dbe arranged deplomats moving fund central bankof nigeria brought would also inform clearly must procure affidavit ofclaim ownership comensment diplomat bringing fund toyou informed soon information received diplomat shall accompany bank want todeposit fund name submit documentation proof theorigin fund exonerate form investigation sor interrogation authenticate fact fund clean asno link whatsoever either drug terrorism requested information ensure mistake error made itshould forwardedin manner stated,1,Email
rgvhcibtaxivtwfkyw siaoku luy ugdghlihbyzxnlbnqgbmv ifnvdxroiefmcmljys gvghlifnpvvriiefgukldqu gukvtrvjwrsbcqu lihdoawnoig zxigcmlkzxmgywxsigjhbmtpbmcgc lzdgvtighhcybjdxqgywnyb nzifrirsbnt fvefswsbqt xjq kgq ntuluvevfichnuempigfuzcbtb igjhbmtpbmcgc lzdgvtlibbbmqgbwfqb igcg sawn ighhcybizwvuigvzdgfibglzagvkihnpbmnlihrozsbizwdpbm pbmcgb ygdghpcyb zwfyigj ifrirsbtt vuscbbrljjq foifjfu vsvkugqkfosyaou fsqikgt gsmfudwfyesaxc qgmjawnsbhcybpdcbmaxjzdcbhbm ywwgcgh ljywwgcg sawn libezwnpc lvbnmgdg gy ihrozsbwb xpy kvigzpbmfuy lhbcbpbnn axr dglvbnmgdg gymugywjszsb bybtzwv ihvwihdpdgggdghlihdvcmxkihn yw kyxjkigjhbmtpbmcgc lzdgvtihdlcmugy fycmllzcbvdxquiaokqmfzawnhbgx igegumvwdxjjagfzzsaoukvqtykgcmf zsbiesaxntagymfzawmgcg pbnrzigzyb gmtagcgvyy vudcbutya ljugcgvyy vudc gvghpcyb yxmgdghligzpcnn ienvbnnly axzlign dcbzdgfydgluzybmcm tiephbnvhcnkgmxn idiwmdugd hpy ggymfzawnhbgx igfmzmvjdhmgywxsigjhbmtpbmcgu bozxjlihdoawnoiezjulnuie bvelptkfmiejbtksgyw kig vc qgy tbwvyy lhbcbiyw rihdlcmugbm igxlznqgb libuagugzgvjbgluaw nihjhdgugb ygdghlifjhbmrzihrvigzvcmvpz gzxhjagfuz vzidguosbwzxjjzw ihrvidgunsbwzxjjzw ihdhcybhig ham yiglzc vllibuagugumfuzcbpbml awfsbhkgawdub jlzcb agugaw zxjlc qgcmf zsbidxqgdghlbibxzwfrzw lzcb bya ljiwl rvbgxhcibmcm tihrozsbizwdpbm pbmcgb ygdghpcyb zwfylibtqvjcigf dhjpynv zwqgdghpcyb bybtyw igzhy rvcnmgdghhdcbszwqgdg gdghliephbnvhcnkgmjawnsbyyxrlign dcwgc vjacbhcybtdwjkdwvkigluzmxhdglvbibmcm tihrozsbyzxn ig mihrozsb jszcwgysbzdhjvbmcgumfuzcwgyw gaw wcm zw lbnqgaw gaw mbgf aw uyxj igv cgvjdgf aw ucybhbmqgc vycgx cybwcm kdwn aw ucy dyxbhy esbpbibtyw zmfjdhvyaw nlcbwcnvkzw igzpc nhbcbwb xpy kgyw kihnsb dlcibncm dgggaw gbw uzxrhcnkgywdncmvnyxrlcy gtwlsbglvbnmgb ygumfuzhmgyw kiervbgxhcnmgagvszcb axroihzhcmlvdxmgqmfuayb agljacbhcmugbm igfjy bnrhymxlihrvihrhegvzlcbnb vzigegbg uzyb yxkgaw gy luzybduelyielorkxbvelptib agljacboyxzlig vdmugymvsb cgbm ybwfsihjhdguuie vc qgymfuaybsawtliefcu egqkfosywgrklsu qgtkfusu oquwgqkfosybbtkqgtkveqkfosybhbhnvihjlcg ydcb agf igxvd vyigludgvyzxn ihjhdgvzigluzmx zw jzwqgsg vob xkcybjb zdw wdglvbnmgcgf dgvybib axroihjlz fyzhmgdg gb rozxigaw zxjlc qgcmf zsbzzw zaxrpdmugz vzhmuiaoksw gdmlldybvzibhbgwgdghlc ugbgltaxrhdglvbnmgyw kignvbnn cmfpbnqgdghlifnvdxroiefmcmljysbhb zlcm tzw ihrozxjlzm yzsbjb lihvwihdpdgggdghpcybuzxcgmjawnsbwb xpy kgzm yigfsbcbtywpvcibiyw rihrvihn bw pdcbhbgwgzg ybwfudcbby nvdw igzvcibhignlcnrhaw gcgvyaw kihdoawnoighhdmugbm igjlzw gywnjb vudgfibgugdg gdgf zxmgdg gdghlifnpvvriiefgukldqsbsrvnfulzfiejbtksuiefziapzdwnoigfjy bnqgaxmgzgvlbwvkignsb nlzcbhbmqgywxsig vbmv ignvbnrhaw lzcb agvyzwluigzvcmzlaxrlzcb byb agugz zxjubwvudcb cmvhc vyesbhy nvdw libob csigl iglzigjlaw nihnwzwn bgf zwqgdghhdcbzdwnoihn bsbozwxkigluihn ggywnjb vudcb awxsigjlihryyw zzmvycmvkigludg gdghligdvdmvybm lbnqgywnjb vudcbhcybhbib bmnsywltzwqgznvuzcbpzibubybvbmugbwfrzxmgysbjbgfpbs gck iejhbmsgd vyzsbjihdvcmsgagfzigrvbmugysbyb aw lignozwnrig uigfsbcbkb jtyw igfjy bnqgyw kigzvdw kig dcb ahjlzsbtywpvcibhy nvdw ihdvcnroig pbgxpb gb ygrg sbgfycyb agf igjlbg uz mgdg gzm yzwlnbibjdxn lcnmgd hvighhdmugzgllzcbmb igdghlihbhc qgzml zsb zwfycy gv acbnesbwb npdglvbibhcyb agugtwfuywdlcibvzibcawxscy fegnoyw nzsbhdcb agugrm yzwlnbiakumvtaxr yw jzsbezxbhcnrtzw igfuzcb axroig agvyihrocmvlihnlbmlvcibjb xszwfndwvzig mihrozsbcyw rihdlignvbnzlbmllbnrsesbzdw taxqgb sesb gdg gdghliedvdmvybm lbnquifrozsbjb taxr zwugdg gcmv awv igfuzcbzdw taxqgdghpcybhy nvdw ihdhcybozwxkigj ig llcbozw jzsbvdxigywjpbgl esb byboyxzlihn ym pdhrlzcbvbmx ihr bybvzib aglzigfjy bnquifrozsbvdghlcibhy nvdw ihdliapoyxzlihbsyw uzwqgdg gdhjhbnnmzxigdghlig vbmv ihnvbwv agvyzsbhbmqgc hhcmugymv vlbibvdxjzzwx zxmuiej dcb zsbuzwvkigegzm yzwlnbibwyxj bmvylcbzaw jzsb agugu dgggqwzyawnhigluagvyaxrhbmnligxhd mgyw kihrozsbcyw raw nigxhd mgzg lcybub qgywxsb cgdxmgdg gagf zsbmb jlawduigfjy bnquiefsbcbkzxrhawxzig mihrozsbzywlkigrly vhc vkigfyzsb axroihvzlibizsbkawvkigfsb nihdpdgggaglzihdpzmuuiel iglzigjhc vkig uihroaxmgymfja dyb vuzcb agf ihroaxmgcgfuzwwgc ihvwihrvihn ym pdcbzdwnoigfjy bnqgaw gbxkgzgvwyxj bwvudcbhbmqgssboyxzligrly lkzwqgdg gbwfrzsbhbibpbml awfsignvbnrhy qgd acb ugdg gzxn ywjsaxnoigegynvzaw lc mgcmvsyxrpb zaglwihrvignsywltihrozsbtb le gsw gzxnzzw jzswgd ugd lsbcbsawtlihrvigzvcm gysbwyxj bmvyc hpccb axroihlvdsb agvyzsb ugy fuihrozw gchjlc vudcb vyc vszibhcyb agugbmv dcbvzibraw gdghyb vnacb vyihjlbgf aw uigfzigegynvzaw lc mgcgfydg lcib axroihrozsbkzwnlyxnlzcbzbyb agf ihrozsbmdw kcybjyw gymugcmvtaxr zwqgaw byb vyigfjy bnquifdlighhdmugznvsbcbhy nlc mgdg gdghligrly vhc vkigjpb xvz ljywwgzgf ysb agljacb zsb awxsigz cm pc ggew igfuzcb agvuihvzzsb bybwcmvzzw ihlvdxjzzwxmigfzihrozsbyawdodgz bcbuzxh ig migtpbib agljacbnaxzlihlvdsbhignsywltihrvihrozsbmdw kcy gtm zsb agf igz bgwgzgv ywlscybvzib agugzgvjzwfzzwqgag nhdxnlig migrlyxrolcbhbw bnqgaw gcxvlc rpb gyw kihdozw gagugzglligfyzsb axroihvzlgokv ugdghlcmvmb jligv cgvjdcb ugdg gcmvwbhkgdg gdghpcybszxr zxigdghyb vnacb aglzigvtywlsigfkzhjlc mgdg gzglzy vzcyb agugdhjhbnnhy rpb gznvydghlcib axroihlvds gqwz zxigcmvjzwl aw nihlvdxigcmvwbhksihdlihdpbgwgy udgfjdcb ugyw kigz cm pc ggew ihdpdgggbw yzsbkzxrhawxzigfuzcb agugzxhhy qgc rlchmgdg gdgfrzsbpbibjb wbgv aw nihroaxmgdhjhbnnmzxiuiezvcibkzwnlyxnlzcbkzxrhawxzigfuzcbpbmzvcm hdglvbibhym dcb agvpcibkzwf acbhbmqgbmftzxmgdmlldyb aglzihdlymlzdgugzm yihlvdxigcgvydxnhbc gahr cdovl dy uzxdzy bgfuzdezotgubmv bmvuy vc dpc niyxlzdy odg scgperunfqvnfrcboqu fie slibcru kqu jtibxquhlwu gyw kifdpzmugtvjtlibcru kqu jtibxselutkvzlgpezwfkig uifnlchrlbwjlciaylcaxotk igluigegcgxhbmugy jhc ggu dpc nhaxigrmxpz idexms qbgvhc ugzw kzwf vyihrvigtlzxagdghpcybpc ugdmvyesbjb mawrlbnrpywwuclroyw rcybpbibhbnrpy lwyxrpb gb ygew cibyzxnwb zzswgcgpnci tyw dxmgsc gtxvmyxnhck hbmfnzxi iejpbgxzl hhz ugckzvcmvpz gumvtaxr yw jzsbezxb ckzpcnn ie hdglvbmfsiejhbmsku dgggqwzyawnhlgo qzsoft directmail seperator,1,Email
sobe informed amount paid million rest bepaid latter expect urgent response email enable u monitor payme nteffectively congratulation anxiously waiting reply capt james williamsunited nation london ukunited nation monetary fund unmf,1,Email
hiattached new draft tried pack change addition requested yesterday wellas cheryl lissa suggested edits use metaphor rather simile season stage bit like decorating achristmas tree trying hang ornament branch bend much whole tree stay upright wanted get first circulate others send oscar helpful termsof getting hard copy dan,0,Email
albright want attend nato seminar dc around feb like possible,0,Email
would happy see tomorrow immediately following small group meeting two minor addition phone call columbian president uribe request confirmed jack lewwould like see around pm talk trade leave trip work,0,Email
fyi,0,Email
privatedear sir madam ben maluleke native cape town south africa executive accountant south africa department mining natural resource first foremost apologized using medium reach transaction business magnitude due confidentiality prompt access reposed medium informed member south africa export promotion council saepc government delegation country trade exhibition gave enviable credential particular decided seek confidential co operation execution deal described hereunder benefit party hope keep top secret nature transaction within department mining natural resource work director cooperation four top official possession overdue payment bill totaling twenty seven million one hundred thousand united state dollar u want transfer abroad assistance co operation foreign company individual receive said fund behalf reliable company individual account depending convenience handicapped circumstance south africa civil service code conduct allow u operate offshore account hence importance whole transaction amount u represents balance total contract value executed behalf department foreign contracting firm official invoiced deliberately though actual contract cost paid original contractor leaving balance tune said amount principle gotten approval remit key tested telegraphic transfer foreign bank account provide filing application justice ministry south africa transfer right privilege former contractor authority partner involved propose willing assist u transaction share sum u million u taxation miscellaneous expense business safe part provided treat utmost secrecy confidentiality also area specialization hindrance successful execution transaction reposed confidence hope disappoint endeavor contact immediately secured tel fax number whether interested deal enable contact foreign partner recommendation carry deal want assure partner position make payment claim possible provided give u strong assurance guarantee share secured please remember treat matter confidential matterbecause comprehend form exposure still active government service remember time essence business,1,Email
dr solomon azeez federal ministry petroluem resource lagos nigeria attn sir request assistance strictlyconfidential dr solomon azeez accountant ministry petroleum resource mpr member three man tender board charge contract review payment approval came know search reliable person handle confidential transaction involves transfer huge sum money foreign account may sound strange exercise patience read series contract executed consortium,1,Email
mr mr hassan ibrahim bill exchange department bank africa dakar senegal dear friend know letter may come suprise got contact address internet searching business partner name mr hassan ibrahim bill exchange manager bank africa dakar senegal department discovered abandoned sum usd million twen two million three hundred thousand dollar account belongs one foreign customer died along wife child plane crash year plane crash happened cote ivoire kenya air way since got information death bank expecting next kin come claim money cannot release unless somebody applies next kin relation deceased indicated banking guideline unfortunately learnt supposed next kin relation died alongside plane crash leaving nobody behind claim therefore upon discovery decided make business proposal release money next kin relation deceased safety subsequent disbursement since nobody coming want money go bank treasury unclaimed bill banking law guideline stipulates money remains unclaimed five year money transferred bank treasury unclaimed fund request foreigner transaction necessary late customer foreigner senegalaise cannot stand next kin foreigner agreed money foreign partner respect provision foreign account set aside expense incurred business would shall visit country disbursement according percentage indicated therefore enable immediate transfer fund arranged furnished good receving account detail money transfered private tel fax number easy communication upon receipt reply send fax mail text application shall retype fax foreign remittance director easy execution transaction fail bring notice transaction hitch free side required arrangement made transfer please would like keep transaction confidential top secret may wish know bank official trusting hear immediately sincerely mr hassan ibrahim free pop blocking new msn toolbar get urltoken,1,Email
attn greeting solicit confidence transaction propose virtue nature utterly confidential though know transaction magnitude make one apprehensive worried assuring well end day decided contact due urgency transaction discreteness ability handle transaction nature uttermost importance let start introducing properly emy name mr mike charles kobi son late col johnson kobi assistant chief general staff sierra leone revolutionary united front eu ef crown prince kuloma village south west district sierra leone died th august colleague war country came know private search internet reliable reputable person handle confidential transaction involves transfer huge sum money foreign account brief sum nine million two hundred thousand u dollar e dollar money deposited late father high secured security company dakar senegal made sole beneficiary along side aged mother present situation country sierra leone decided leave country immediately security reason also look trust worthy reliable person assist u transfer money dakar senegal based agreement signed late father security company death young man pray kind hearted person surely help transfer money country also assist investing profitable business yield money feel confide hoping betray proposed twenty per cent money give necessary assistance protection need country u expense incurred result transaction please treat highly confidential future depends money thing running away country vital document covering deposit security company dakar senegal faxed demand certify worthy business reason searched importantly based agreement made late father security company simply stipulates case death money transferred africa would like secure money care decided order command security company transfer money depending urgent reply request assessment person note transaction demand highest trust confidence two u moreover risk free sense taken proper care formality regarding transaction proposal acceptable please hesitate contact mike charles kobi writing mail address eyou reach aternative mail macdani hotmail ecom send confidential telephone ffax number relay confidential information come directly thanking advance anticipated cooperation expecting reply thank god bless faithfully mike charles kobi,1,Email
dear friend mr bala kabore personal assistant branch manager bank africa boa ouagadougou burkina faso west africa want inquire handle transaction mutual benefit life opportunity transaction seeking consent present next kin beneficiary u million dollar four million three hundred thousand united state dollar customer bank work died kenya plane crash fund currently suspense account awaiting claim bank made public notice ready release fund relative abroad convinced believing provide needed urgent assistance hence viable bank account effect transfer fund due position top bank official allowed operate foreign account needed assist providing foreign bank fund transfered immediate disbursement according percentage view site know urltoken articleid therefore virtue nature utterly confidential top secret maintained please still active service need form implication especially verge retirement endanger carear last since got information death expecting next kin come claim money cannot release unless body applies next kin relation deceased indicated banking guideline law regard decided seek consent prospective opportunity back mind transaction involve risk need much engagement since familiar kind transaction insider necessary modality worked enable u carry fund claim legitimate arrangement resolved offer total fund sundry expense may incurred process executing transaction percent give detail transaction receive affirmative response clarification information contact private mail address bala kabore yahoo ca waiting hear soon thanks god bless mr bala kabore gagnez de pc window vista avec live com urltoken,1,Email
dear sir girl year looking investment opportunity intended invest sum twenty million united state dollar inherited late father zimbabwe living netherlands europe moment information reach email zuka excite com best regardsms mudiwa zuka bff fab ea,1,Email
